pair_id,group,pitch,interval,rhythm,mode_infer,mode_ground,measures_infer,measures_ground,path_infer,path_ground
hard_easy_easy_Dmin_00526,hard_easy_easy_Dmin,hard,easy,easy,Dmin,Dmin,8,8,inference_wav/hard_easy_easy_Dmin_8_20250829-035348_2.52_19690.wav,ground_wav/hard_easy_easy_Dmin_8_20250902-112758_0.00_1779.wav
hard_easy_hard_C_00537,hard_easy_hard_C,hard,easy,hard,C,C,20,19,inference_wav/hard_easy_hard_C_20_20250829-044634_5.00_23458.wav,ground_wav/hard_easy_hard_C_19_20250902-112752_0.00_1054.wav
hard_easy_hard_Dmin_00539,hard_easy_hard_Dmin,hard,easy,hard,Dmin,Dmin,12,8,inference_wav/hard_easy_hard_Dmin_12_20250829-040927_3.02_20813.wav,ground_wav/hard_easy_hard_Dmin_8_20250902-112758_0.00_1724.wav
hard_easy_hard_Emin_00543,hard_easy_hard_Emin,hard,easy,hard,Emin,Emin,28,28,inference_wav/hard_easy_hard_Emin_28_20250829-033431_6.96_18330.wav,ground_wav/hard_easy_hard_Emin_28_20250902-112750_0.00_665.wav
hard_easy_medium_Amin_00548,hard_easy_medium_Amin,hard,easy,medium,Amin,Amin,16,16,inference_wav/hard_easy_medium_Amin_16_20250829-041112_4.07_20937.wav,ground_wav/hard_easy_medium_Amin_16_20250902-112758_0.00_1837.wav
hard_easy_medium_Amin_00550,hard_easy_medium_Amin,hard,easy,medium,Amin,Amin,16,16,inference_wav/hard_easy_medium_Amin_16_20250829-035554_4.17_19844.wav,ground_wav/hard_easy_medium_Amin_16_20250902-112751_0.00_886.wav
hard_easy_medium_Amin_00553,hard_easy_medium_Amin,hard,easy,medium,Amin,Amin,32,33,inference_wav/hard_easy_medium_Amin_32_20250829-034149_7.80_18856.wav,ground_wav/hard_easy_medium_Amin_33_20250902-112800_0.00_2025.wav
hard_easy_medium_Dmin_00559,hard_easy_medium_Dmin,hard,easy,medium,Dmin,Dmin,12,12,inference_wav/hard_easy_medium_Dmin_12_20250829-044625_3.18_23444.wav,ground_wav/hard_easy_medium_Dmin_12_20250902-112748_0.00_429.wav
hard_easy_medium_Dmin_00560,hard_easy_medium_Dmin,hard,easy,medium,Dmin,Dmin,12,12,inference_wav/hard_easy_medium_Dmin_12_20250829-043148_3.67_22390.wav,ground_wav/hard_easy_medium_Dmin_12_20250902-112803_0.00_2496.wav
hard_easy_medium_Dmin_00563,hard_easy_medium_Dmin,hard,easy,medium,Dmin,Dmin,16,16,inference_wav/hard_easy_medium_Dmin_16_20250829-033755_4.39_18571.wav,ground_wav/hard_easy_medium_Dmin_16_20250902-112754_0.00_1281.wav
hard_easy_medium_Emin_00568,hard_easy_medium_Emin,hard,easy,medium,Emin,Emin,16,12,inference_wav/hard_easy_medium_Emin_16_20250829-035743_4.18_19977.wav,ground_wav/hard_easy_medium_Emin_12_20250902-112803_0.00_2441.wav
hard_easy_medium_F_00573,hard_easy_medium_F,hard,easy,medium,F,F,20,16,inference_wav/hard_easy_medium_F_20_20250829-035951_5.14_20130.wav,ground_wav/hard_easy_medium_F_16_20250902-112802_0.00_2297.wav
hard_easy_medium_G_00576,hard_easy_medium_G,hard,easy,medium,G,G,16,16,inference_wav/hard_easy_medium_G_16_20250829-041836_4.06_21464.wav,ground_wav/hard_easy_medium_G_16_20250902-112803_0.00_2493.wav
hard_hard_easy_Amin_00578,hard_hard_easy_Amin,hard,hard,easy,Amin,Amin,16,16,inference_wav/hard_hard_easy_Amin_16_20250829-050648_4.06_24367.wav,ground_wav/hard_hard_easy_Amin_16_20250902-112747_0.00_281.wav
hard_hard_easy_Dmin_00590,hard_hard_easy_Dmin,hard,hard,easy,Dmin,Dmin,16,16,inference_wav/hard_hard_easy_Dmin_16_20250829-055812_3.74_26658.wav,ground_wav/hard_hard_easy_Dmin_16_20250902-112802_0.00_2343.wav
hard_hard_easy_Emin_00598,hard_hard_easy_Emin,hard,hard,easy,Emin,Emin,8,8,inference_wav/hard_hard_easy_Emin_8_20250829-055953_2.44_26731.wav,ground_wav/hard_hard_easy_Emin_8_20250902-112751_0.00_854.wav
hard_hard_easy_F_00603,hard_hard_easy_F,hard,hard,easy,F,F,20,18,inference_wav/hard_hard_easy_F_20_20250829-055418_3.88_26479.wav,ground_wav/hard_hard_easy_F_18_20250902-112805_0.00_2792.wav
hard_hard_easy_F_00607,hard_hard_easy_F,hard,hard,easy,F,F,24,22,inference_wav/hard_hard_easy_F_24_20250829-051923_5.32_24925.wav,ground_wav/hard_hard_easy_F_22_20250902-112751_0.00_830.wav
hard_hard_easy_F_00609,hard_hard_easy_F,hard,hard,easy,F,F,16,16,inference_wav/hard_hard_easy_F_16_20250829-050013_3.72_24082.wav,ground_wav/hard_hard_easy_F_16_20250902-112751_0.00_870.wav
hard_hard_easy_G_00612,hard_hard_easy_G,hard,hard,easy,G,G,20,18,inference_wav/hard_hard_easy_G_20_20250829-054609_4.82_26113.wav,ground_wav/hard_hard_easy_G_18_20250902-112758_0.00_1722.wav
hard_hard_easy_G_00613,hard_hard_easy_G,hard,hard,easy,G,G,20,16,inference_wav/hard_hard_easy_G_20_20250829-054025_4.53_25859.wav,ground_wav/hard_hard_easy_G_16_20250902-112746_0.00_220.wav
hard_hard_easy_G_00614,hard_hard_easy_G,hard,hard,easy,G,G,16,14,inference_wav/hard_hard_easy_G_16_20250829-054405_4.01_26016.wav,ground_wav/hard_hard_easy_G_14_20250902-112804_0.00_2545.wav
hard_hard_hard_Emin_00631,hard_hard_hard_Emin,hard,hard,hard,Emin,Emin,16,12,inference_wav/hard_hard_hard_Emin_16_20250829-045833_3.10_24010.wav,ground_wav/hard_hard_hard_Emin_12_20250902-112805_0.00_2707.wav
hard_hard_hard_Emin_00632,hard_hard_hard_Emin,hard,hard,hard,Emin,Emin,12,11,inference_wav/hard_hard_hard_Emin_12_20250829-053417_2.45_25594.wav,ground_wav/hard_hard_hard_Emin_11_20250902-112748_0.00_483.wav
hard_hard_hard_F_00634,hard_hard_hard_F,hard,hard,hard,F,F,12,16,inference_wav/hard_hard_hard_F_12_20250829-051610_2.44_24787.wav,ground_wav/hard_hard_hard_F_16_20250902-112747_0.00_317.wav
hard_hard_medium_Amin_00639,hard_hard_medium_Amin,hard,hard,medium,Amin,Amin,28,24,inference_wav/hard_hard_medium_Amin_28_20250829-050852_4.91_24461.wav,ground_wav/hard_hard_medium_Amin_24_20250902-112801_0.00_2209.wav
hard_hard_medium_Amin_00641,hard_hard_medium_Amin,hard,hard,medium,Amin,Amin,16,14,inference_wav/hard_hard_medium_Amin_16_20250829-052714_2.96_25281.wav,ground_wav/hard_hard_medium_Amin_14_20250902-112756_0.00_1467.wav
hard_hard_medium_C_00644,hard_hard_medium_C,hard,hard,medium,C,C,24,24,inference_wav/hard_hard_medium_C_24_20250829-051816_4.28_24874.wav,ground_wav/hard_hard_medium_C_24_20250902-112804_0.00_2603.wav
hard_hard_medium_C_00646,hard_hard_medium_C,hard,hard,medium,C,C,12,8,inference_wav/hard_hard_medium_C_12_20250829-050218_2.25_24177.wav,ground_wav/hard_hard_medium_C_8_20250902-112802_0.00_2320.wav
hard_hard_medium_Dmin_00648,hard_hard_medium_Dmin,hard,hard,medium,Dmin,Dmin,32,33,inference_wav/hard_hard_medium_Dmin_32_20250829-053233_5.54_25518.wav,ground_wav/hard_hard_medium_Dmin_33_20250902-112804_0.00_2605.wav
hard_hard_medium_Dmin_00649,hard_hard_medium_Dmin,hard,hard,medium,Dmin,Dmin,8,8,inference_wav/hard_hard_medium_Dmin_8_20250829-053912_1.78_25811.wav,ground_wav/hard_hard_medium_Dmin_8_20250902-112805_0.00_2743.wav
hard_hard_medium_Dmin_00651,hard_hard_medium_Dmin,hard,hard,medium,Dmin,Dmin,16,13,inference_wav/hard_hard_medium_Dmin_16_20250829-054412_3.27_26020.wav,ground_wav/hard_hard_medium_Dmin_13_20250902-112801_0.00_2233.wav
hard_hard_medium_Emin_00653,hard_hard_medium_Emin,hard,hard,medium,Emin,Emin,20,16,inference_wav/hard_hard_medium_Emin_20_20250829-054959_3.81_26288.wav,ground_wav/hard_hard_medium_Emin_16_20250902-112748_0.00_451.wav
hard_hard_medium_Emin_00659,hard_hard_medium_Emin,hard,hard,medium,Emin,Emin,16,14,inference_wav/hard_hard_medium_Emin_16_20250829-054943_3.04_26275.wav,ground_wav/hard_hard_medium_Emin_14_20250902-112750_0.00_630.wav
hard_hard_medium_F_00667,hard_hard_medium_F,hard,hard,medium,F,F,12,10,inference_wav/hard_hard_medium_F_12_20250829-055758_2.25_26648.wav,ground_wav/hard_hard_medium_F_10_20250902-112756_0.00_1504.wav
hard_medium_easy_C_00682,hard_medium_easy_C,hard,medium,easy,C,C,16,16,inference_wav/hard_medium_easy_C_16_20250829-035747_4.29_19984.wav,ground_wav/hard_medium_easy_C_16_20250902-112747_0.00_351.wav
hard_medium_easy_Dmin_00687,hard_medium_easy_Dmin,hard,medium,easy,Dmin,Dmin,20,17,inference_wav/hard_medium_easy_Dmin_20_20250829-045119_5.05_23800.wav,ground_wav/hard_medium_easy_Dmin_17_20250902-112802_0.00_2309.wav
hard_medium_easy_Dmin_00688,hard_medium_easy_Dmin,hard,medium,easy,Dmin,Dmin,12,14,inference_wav/hard_medium_easy_Dmin_12_20250829-035147_3.22_19550.wav,ground_wav/hard_medium_easy_Dmin_14_20250902-112802_0.00_2390.wav
hard_medium_easy_F_00701,hard_medium_easy_F,hard,medium,easy,F,F,20,19,inference_wav/hard_medium_easy_F_20_20250829-041413_5.15_21150.wav,ground_wav/hard_medium_easy_F_19_20250902-112752_0.00_968.wav
hard_medium_easy_G_00712,hard_medium_easy_G,hard,medium,easy,G,G,20,20,inference_wav/hard_medium_easy_G_20_20250829-043011_5.00_22273.wav,ground_wav/hard_medium_easy_G_20_20250902-112757_0.00_1608.wav
hard_medium_hard_Amin_00714,hard_medium_hard_Amin,hard,medium,hard,Amin,Amin,28,32,inference_wav/hard_medium_hard_Amin_28_20250829-045134_6.98_23816.wav,ground_wav/hard_medium_hard_Amin_32_20250902-112800_0.00_2099.wav
hard_medium_hard_Emin_00722,hard_medium_hard_Emin,hard,medium,hard,Emin,Emin,20,16,inference_wav/hard_medium_hard_Emin_20_20250829-034032_5.03_18764.wav,ground_wav/hard_medium_hard_Emin_16_20250902-112758_0.00_1744.wav
hard_medium_hard_F_00725,hard_medium_hard_F,hard,medium,hard,F,F,16,13,inference_wav/hard_medium_hard_F_16_20250829-041624_4.08_21310.wav,ground_wav/hard_medium_hard_F_13_20250902-112803_0.00_2510.wav
hard_medium_hard_G_00727,hard_medium_hard_G,hard,medium,hard,G,G,12,8,inference_wav/hard_medium_hard_G_12_20250829-044750_3.41_23546.wav,ground_wav/hard_medium_hard_G_8_20250902-112756_0.00_1481.wav
hard_medium_medium_C_00738,hard_medium_medium_C,hard,medium,medium,C,C,20,17,inference_wav/hard_medium_medium_C_20_20250829-044353_5.01_23261.wav,ground_wav/hard_medium_medium_C_17_20250902-112805_0.00_2800.wav
hard_medium_medium_C_00739,hard_medium_medium_C,hard,medium,medium,C,C,12,16,inference_wav/hard_medium_medium_C_12_20250829-035200_3.01_19564.wav,ground_wav/hard_medium_medium_C_16_20250902-112747_0.00_299.wav
hard_medium_medium_C_00740,hard_medium_medium_C,hard,medium,medium,C,C,20,16,inference_wav/hard_medium_medium_C_20_20250829-035516_4.96_19799.wav,ground_wav/hard_medium_medium_C_16_20250902-112801_0.00_2243.wav
hard_medium_medium_C_00743,hard_medium_medium_C,hard,medium,medium,C,C,12,8,inference_wav/hard_medium_medium_C_12_20250829-044752_3.16_23550.wav,ground_wav/hard_medium_medium_C_8_20250902-112802_0.00_2323.wav
hard_medium_medium_Dmin_00746,hard_medium_medium_Dmin,hard,medium,medium,Dmin,Dmin,28,24,inference_wav/hard_medium_medium_Dmin_28_20250829-043530_7.22_22653.wav,ground_wav/hard_medium_medium_Dmin_24_20250902-112750_0.00_713.wav
hard_medium_medium_Dmin_00748,hard_medium_medium_Dmin,hard,medium,medium,Dmin,Dmin,24,20,inference_wav/hard_medium_medium_Dmin_24_20250829-040819_5.74_20727.wav,ground_wav/hard_medium_medium_Dmin_20_20250902-112750_0.00_691.wav
hard_medium_medium_F_00753,hard_medium_medium_F,hard,medium,medium,F,F,20,21,inference_wav/hard_medium_medium_F_20_20250829-043632_5.36_22722.wav,ground_wav/hard_medium_medium_F_21_20250902-112805_0.00_2801.wav
hard_medium_medium_F_00755,hard_medium_medium_F,hard,medium,medium,F,F,28,30,inference_wav/hard_medium_medium_F_28_20250829-033128_6.71_18119.wav,ground_wav/hard_medium_medium_F_30_20250902-112747_0.00_300.wav
hard_medium_medium_G_00757,hard_medium_medium_G,hard,medium,medium,G,G,16,16,inference_wav/hard_medium_medium_G_16_20250829-042845_4.50_22175.wav,ground_wav/hard_medium_medium_G_16_20250902-112750_0.00_753.wav
hard_medium_medium_G_00759,hard_medium_medium_G,hard,medium,medium,G,G,16,17,inference_wav/hard_medium_medium_G_16_20250829-042046_3.95_21610.wav,ground_wav/hard_medium_medium_G_17_20250902-112802_0.00_2333.wav
medium_easy_easy_Amin_00766,medium_easy_easy_Amin,medium,easy,easy,Amin,Amin,8,8,inference_wav/medium_easy_easy_Amin_8_20250829-004458_2.43_6550.wav,ground_wav/medium_easy_easy_Amin_8_20250902-112751_0.00_780.wav
medium_easy_easy_Amin_00768,medium_easy_easy_Amin,medium,easy,easy,Amin,Amin,12,16,inference_wav/medium_easy_easy_Amin_12_20250829-011721_3.22_8807.wav,ground_wav/medium_easy_easy_Amin_16_20250902-112748_0.00_494.wav
medium_easy_easy_Amin_00777,medium_easy_easy_Amin,medium,easy,easy,Amin,Amin,12,8,inference_wav/medium_easy_easy_Amin_12_20250829-014011_3.54_10406.wav,ground_wav/medium_easy_easy_Amin_8_20250902-112801_0.00_2186.wav
medium_easy_easy_C_00789,medium_easy_easy_C,medium,easy,easy,C,C,8,8,inference_wav/medium_easy_easy_C_8_20250829-011620_2.40_8735.wav,ground_wav/medium_easy_easy_C_8_20250902-112801_0.00_2177.wav
medium_easy_easy_C_00798,medium_easy_easy_C,medium,easy,easy,C,C,20,20,inference_wav/medium_easy_easy_C_20_20250829-014535_4.94_10778.wav,ground_wav/medium_easy_easy_C_20_20250902-112758_0.00_1810.wav
medium_easy_easy_C_00804,medium_easy_easy_C,medium,easy,easy,C,C,12,16,inference_wav/medium_easy_easy_C_12_20250829-013803_3.09_10253.wav,ground_wav/medium_easy_easy_C_16_20250902-112750_0.00_754.wav
medium_easy_easy_Dmin_00807,medium_easy_easy_Dmin,medium,easy,easy,Dmin,Dmin,24,23,inference_wav/medium_easy_easy_Dmin_24_20250829-014416_5.76_10689.wav,ground_wav/medium_easy_easy_Dmin_23_20250902-112754_0.00_1254.wav
medium_easy_easy_Dmin_00808,medium_easy_easy_Dmin,medium,easy,easy,Dmin,Dmin,16,16,inference_wav/medium_easy_easy_Dmin_16_20250829-011302_3.94_8502.wav,ground_wav/medium_easy_easy_Dmin_16_20250902-112805_0.00_2702.wav
medium_easy_easy_Dmin_00812,medium_easy_easy_Dmin,medium,easy,easy,Dmin,Dmin,12,16,inference_wav/medium_easy_easy_Dmin_12_20250829-015906_3.29_11720.wav,ground_wav/medium_easy_easy_Dmin_16_20250902-112803_0.00_2432.wav
medium_easy_easy_Dmin_00815,medium_easy_easy_Dmin,medium,easy,easy,Dmin,Dmin,8,8,inference_wav/medium_easy_easy_Dmin_8_20250829-015527_2.41_11467.wav,ground_wav/medium_easy_easy_Dmin_8_20250902-112754_0.00_1224.wav
medium_easy_easy_Dmin_00816,medium_easy_easy_Dmin,medium,easy,easy,Dmin,Dmin,12,8,inference_wav/medium_easy_easy_Dmin_12_20250829-004455_3.29_6547.wav,ground_wav/medium_easy_easy_Dmin_8_20250902-112758_0.00_1721.wav
medium_easy_easy_Dmin_00817,medium_easy_easy_Dmin,medium,easy,easy,Dmin,Dmin,16,16,inference_wav/medium_easy_easy_Dmin_16_20250829-014354_4.28_10667.wav,ground_wav/medium_easy_easy_Dmin_16_20250902-112803_0.00_2399.wav
medium_easy_easy_Dmin_00819,medium_easy_easy_Dmin,medium,easy,easy,Dmin,Dmin,24,28,inference_wav/medium_easy_easy_Dmin_24_20250829-015120_5.75_11180.wav,ground_wav/medium_easy_easy_Dmin_28_20250902-112747_0.00_231.wav
medium_easy_easy_Dmin_00820,medium_easy_easy_Dmin,medium,easy,easy,Dmin,Dmin,8,8,inference_wav/medium_easy_easy_Dmin_8_20250829-015136_2.44_11201.wav,ground_wav/medium_easy_easy_Dmin_8_20250902-112804_0.00_2614.wav
medium_easy_easy_Emin_00824,medium_easy_easy_Emin,medium,easy,easy,Emin,Emin,32,32,inference_wav/medium_easy_easy_Emin_32_20250829-014204_7.56_10534.wav,ground_wav/medium_easy_easy_Emin_32_20250902-112747_0.00_353.wav
medium_easy_easy_Emin_00827,medium_easy_easy_Emin,medium,easy,easy,Emin,Emin,20,16,inference_wav/medium_easy_easy_Emin_20_20250829-004612_5.09_6634.wav,ground_wav/medium_easy_easy_Emin_16_20250902-112753_0.00_1184.wav
medium_easy_easy_Emin_00829,medium_easy_easy_Emin,medium,easy,easy,Emin,Emin,28,24,inference_wav/medium_easy_easy_Emin_28_20250829-010039_7.27_7620.wav,ground_wav/medium_easy_easy_Emin_24_20250902-112805_0.00_2783.wav
medium_easy_easy_Emin_00831,medium_easy_easy_Emin,medium,easy,easy,Emin,Emin,16,15,inference_wav/medium_easy_easy_Emin_16_20250829-014112_3.93_10479.wav,ground_wav/medium_easy_easy_Emin_15_20250902-112748_0.00_422.wav
medium_easy_easy_F_00836,medium_easy_easy_F,medium,easy,easy,F,F,8,8,inference_wav/medium_easy_easy_F_8_20250829-013910_2.22_10336.wav,ground_wav/medium_easy_easy_F_8_20250902-112753_0.00_1109.wav
medium_easy_easy_G_00845,medium_easy_easy_G,medium,easy,easy,G,G,32,36,inference_wav/medium_easy_easy_G_32_20250829-011226_7.41_8460.wav,ground_wav/medium_easy_easy_G_36_20250902-112800_0.00_2047.wav
medium_easy_easy_G_00851,medium_easy_easy_G,medium,easy,easy,G,G,12,8,inference_wav/medium_easy_easy_G_12_20250829-013002_3.35_9691.wav,ground_wav/medium_easy_easy_G_8_20250902-112756_0.00_1515.wav
medium_easy_hard_Amin_00853,medium_easy_hard_Amin,medium,easy,hard,Amin,Amin,16,16,inference_wav/medium_easy_hard_Amin_16_20250829-005549_4.04_7290.wav,ground_wav/medium_easy_hard_Amin_16_20250902-112802_0.00_2375.wav
medium_easy_hard_C_00863,medium_easy_hard_C,medium,easy,hard,C,C,12,12,inference_wav/medium_easy_hard_C_12_20250829-013953_3.01_10384.wav,ground_wav/medium_easy_hard_C_12_20250902-112748_0.00_403.wav
medium_easy_hard_C_00865,medium_easy_hard_C,medium,easy,hard,C,C,16,16,inference_wav/medium_easy_hard_C_16_20250829-003953_4.00_6188.wav,ground_wav/medium_easy_hard_C_16_20250902-112752_0.00_955.wav
medium_easy_hard_C_00870,medium_easy_hard_C,medium,easy,hard,C,C,16,16,inference_wav/medium_easy_hard_C_16_20250829-015419_4.04_11385.wav,ground_wav/medium_easy_hard_C_16_20250902-112749_0.00_605.wav
medium_easy_hard_Emin_00883,medium_easy_hard_Emin,medium,easy,hard,Emin,Emin,32,28,inference_wav/medium_easy_hard_Emin_32_20250829-010740_7.42_8125.wav,ground_wav/medium_easy_hard_Emin_28_20250902-112751_0.00_815.wav
medium_easy_hard_Emin_00887,medium_easy_hard_Emin,medium,easy,hard,Emin,Emin,16,16,inference_wav/medium_easy_hard_Emin_16_20250829-004456_4.03_6548.wav,ground_wav/medium_easy_hard_Emin_16_20250902-112804_0.00_2569.wav
medium_easy_hard_F_00892,medium_easy_hard_F,medium,easy,hard,F,F,20,16,inference_wav/medium_easy_hard_F_20_20250829-012332_4.89_9245.wav,ground_wav/medium_easy_hard_F_16_20250902-112747_0.00_271.wav
medium_easy_hard_G_00897,medium_easy_hard_G,medium,easy,hard,G,G,12,8,inference_wav/medium_easy_hard_G_12_20250829-011721_3.12_8809.wav,ground_wav/medium_easy_hard_G_8_20250902-112745_0.00_21.wav
medium_easy_medium_Amin_00904,medium_easy_medium_Amin,medium,easy,medium,Amin,Amin,16,16,inference_wav/medium_easy_medium_Amin_16_20250829-005626_4.03_7333.wav,ground_wav/medium_easy_medium_Amin_16_20250902-112801_0.00_2216.wav
medium_easy_medium_Amin_00905,medium_easy_medium_Amin,medium,easy,medium,Amin,Amin,12,9,inference_wav/medium_easy_medium_Amin_12_20250829-005944_3.52_7564.wav,ground_wav/medium_easy_medium_Amin_9_20250902-112759_0.00_1877.wav
medium_easy_medium_Amin_00911,medium_easy_medium_Amin,medium,easy,medium,Amin,Amin,20,17,inference_wav/medium_easy_medium_Amin_20_20250829-015121_5.10_11181.wav,ground_wav/medium_easy_medium_Amin_17_20250902-112800_0.00_2073.wav
medium_easy_medium_Amin_00913,medium_easy_medium_Amin,medium,easy,medium,Amin,Amin,8,8,inference_wav/medium_easy_medium_Amin_8_20250829-012707_2.79_9490.wav,ground_wav/medium_easy_medium_Amin_8_20250902-112800_0.00_2133.wav
medium_easy_medium_C_00915,medium_easy_medium_C,medium,easy,medium,C,C,16,16,inference_wav/medium_easy_medium_C_16_20250829-004323_3.95_6431.wav,ground_wav/medium_easy_medium_C_16_20250902-112756_0.00_1521.wav
medium_easy_medium_C_00916,medium_easy_medium_C,medium,easy,medium,C,C,24,20,inference_wav/medium_easy_medium_C_24_20250829-015217_5.86_11246.wav,ground_wav/medium_easy_medium_C_20_20250902-112755_0.00_1454.wav
medium_easy_medium_C_00927,medium_easy_medium_C,medium,easy,medium,C,C,20,16,inference_wav/medium_easy_medium_C_20_20250829-014356_5.00_10669.wav,ground_wav/medium_easy_medium_C_16_20250902-112803_0.00_2492.wav
medium_easy_medium_C_00928,medium_easy_medium_C,medium,easy,medium,C,C,16,16,inference_wav/medium_easy_medium_C_16_20250829-014147_3.95_10516.wav,ground_wav/medium_easy_medium_C_16_20250902-112753_0.00_1079.wav
medium_easy_medium_C_00933,medium_easy_medium_C,medium,easy,medium,C,C,8,8,inference_wav/medium_easy_medium_C_8_20250829-011231_2.34_8467.wav,ground_wav/medium_easy_medium_C_8_20250902-112753_0.00_1065.wav
medium_easy_medium_Dmin_00943,medium_easy_medium_Dmin,medium,easy,medium,Dmin,Dmin,16,16,inference_wav/medium_easy_medium_Dmin_16_20250829-013022_4.13_9712.wav,ground_wav/medium_easy_medium_Dmin_16_20250902-112749_0.00_520.wav
medium_easy_medium_Emin_00947,medium_easy_medium_Emin,medium,easy,medium,Emin,Emin,16,17,inference_wav/medium_easy_medium_Emin_16_20250829-010129_4.36_7681.wav,ground_wav/medium_easy_medium_Emin_17_20250902-112747_0.00_355.wav
medium_easy_medium_Emin_00948,medium_easy_medium_Emin,medium,easy,medium,Emin,Emin,32,33,inference_wav/medium_easy_medium_Emin_32_20250829-011832_8.02_8891.wav,ground_wav/medium_easy_medium_Emin_33_20250902-112747_0.00_314.wav
medium_easy_medium_Emin_00949,medium_easy_medium_Emin,medium,easy,medium,Emin,Emin,16,20,inference_wav/medium_easy_medium_Emin_16_20250829-004302_4.16_6405.wav,ground_wav/medium_easy_medium_Emin_20_20250902-112754_0.00_1247.wav
medium_easy_medium_F_00958,medium_easy_medium_F,medium,easy,medium,F,F,20,21,inference_wav/medium_easy_medium_F_20_20250829-013849_5.10_10306.wav,ground_wav/medium_easy_medium_F_21_20250902-112750_0.00_629.wav
medium_easy_medium_F_00962,medium_easy_medium_F,medium,easy,medium,F,F,28,24,inference_wav/medium_easy_medium_F_28_20250829-005722_6.71_7398.wav,ground_wav/medium_easy_medium_F_24_20250902-112747_0.00_336.wav
medium_easy_medium_G_00969,medium_easy_medium_G,medium,easy,medium,G,G,32,33,inference_wav/medium_easy_medium_G_32_20250829-015411_7.77_11377.wav,ground_wav/medium_easy_medium_G_33_20250902-112755_0.00_1421.wav
medium_easy_medium_G_00970,medium_easy_medium_G,medium,easy,medium,G,G,16,16,inference_wav/medium_easy_medium_G_16_20250829-010950_4.24_8281.wav,ground_wav/medium_easy_medium_G_16_20250902-112747_0.00_316.wav
medium_hard_easy_Amin_00976,medium_hard_easy_Amin,medium,hard,easy,Amin,Amin,12,13,inference_wav/medium_hard_easy_Amin_12_20250829-023005_3.29_13862.wav,ground_wav/medium_hard_easy_Amin_13_20250902-112804_0.00_2572.wav
medium_hard_easy_Amin_00977,medium_hard_easy_Amin,medium,hard,easy,Amin,Amin,16,16,inference_wav/medium_hard_easy_Amin_16_20250829-030807_4.19_16599.wav,ground_wav/medium_hard_easy_Amin_16_20250902-112753_0.00_1072.wav
medium_hard_easy_Amin_00981,medium_hard_easy_Amin,medium,hard,easy,Amin,Amin,12,8,inference_wav/medium_hard_easy_Amin_12_20250829-030800_3.63_16590.wav,ground_wav/medium_hard_easy_Amin_8_20250902-112756_0.00_1544.wav
medium_hard_easy_Amin_00984,medium_hard_easy_Amin,medium,hard,easy,Amin,Amin,20,16,inference_wav/medium_hard_easy_Amin_20_20250829-032006_4.99_17469.wav,ground_wav/medium_hard_easy_Amin_16_20250902-112746_0.00_92.wav
medium_hard_easy_C_00986,medium_hard_easy_C,medium,hard,easy,C,C,24,24,inference_wav/medium_hard_easy_C_24_20250829-023310_5.94_14082.wav,ground_wav/medium_hard_easy_C_24_20250902-112757_0.00_1651.wav
medium_hard_easy_Dmin_00995,medium_hard_easy_Dmin,medium,hard,easy,Dmin,Dmin,16,16,inference_wav/medium_hard_easy_Dmin_16_20250829-032725_3.27_17938.wav,ground_wav/medium_hard_easy_Dmin_16_20250902-112805_0.00_2755.wav
medium_hard_easy_Dmin_00997,medium_hard_easy_Dmin,medium,hard,easy,Dmin,Dmin,20,18,inference_wav/medium_hard_easy_Dmin_20_20250829-021112_5.42_12486.wav,ground_wav/medium_hard_easy_Dmin_18_20250902-112748_0.00_384.wav
medium_hard_easy_Dmin_00998,medium_hard_easy_Dmin,medium,hard,easy,Dmin,Dmin,8,8,inference_wav/medium_hard_easy_Dmin_8_20250829-020744_2.32_12238.wav,ground_wav/medium_hard_easy_Dmin_8_20250902-112753_0.00_1159.wav
medium_hard_easy_F_01013,medium_hard_easy_F,medium,hard,easy,F,F,12,12,inference_wav/medium_hard_easy_F_12_20250829-021814_3.26_12995.wav,ground_wav/medium_hard_easy_F_12_20250902-112802_0.00_2263.wav
medium_hard_easy_F_01014,medium_hard_easy_F,medium,hard,easy,F,F,16,16,inference_wav/medium_hard_easy_F_16_20250829-023024_4.05_13885.wav,ground_wav/medium_hard_easy_F_16_20250902-112803_0.00_2407.wav
medium_hard_easy_F_01015,medium_hard_easy_F,medium,hard,easy,F,F,12,12,inference_wav/medium_hard_easy_F_12_20250829-024349_3.18_14842.wav,ground_wav/medium_hard_easy_F_12_20250902-112756_0.00_1540.wav
medium_hard_easy_F_01023,medium_hard_easy_F,medium,hard,easy,F,F,8,8,inference_wav/medium_hard_easy_F_8_20250829-020434_2.29_12008.wav,ground_wav/medium_hard_easy_F_8_20250902-112758_0.00_1781.wav
medium_hard_easy_G_01024,medium_hard_easy_G,medium,hard,easy,G,G,28,26,inference_wav/medium_hard_easy_G_28_20250829-030559_6.85_16446.wav,ground_wav/medium_hard_easy_G_26_20250902-112747_0.00_270.wav
medium_hard_easy_G_01030,medium_hard_easy_G,medium,hard,easy,G,G,20,18,inference_wav/medium_hard_easy_G_20_20250829-032209_5.03_17603.wav,ground_wav/medium_hard_easy_G_18_20250902-112754_0.00_1272.wav
